ID,kdrama_name,actor,genre,platform,tags,network,episode
1074,The Lies Within,"['Lee Min Ki', ' Lee Yoo Young', ' Lee Joon Hyuk', ' Kim Shi Eun', ' Yoon Jong Seok', ' Ohn Joo Wan']","['thriller', ' mystery', ' drama']",['Netflix'],"['missing person', ' political', ' car accident', ' detective fiction', ' detective male lead', ' smart female lead', ' smart male lead', ' strong female lead', ' investigation', ' suspense ']","['Netflix', ' OCN']",16
1075,The Light in Your Eyes,"['Han Ji Min', ' Kim Hye Ja', ' Nam Joo Hyuk', ' Son Ho Jun', ' Ahn Nae Sang', ' Lee Jung Eun']","['romance', ' life', ' drama', ' melodrama']","['Disney Hotstar', ' Hulu', ' Viki']","['life lesson', ' family relationship', ' time loop', ' fatherdaughter relationship', ' time manipulation', ' motherdaughter relationship', ' poor male lead', ' double identity', ' poor female lead', ' first love ']","['jTBC', ' Viki']",12
1076,The Lover,"['Oh Jung Se', ' Ryu Hyun Kyung', ' Jung Joon Young', ' Choi Yeo Jin', ' Lee  Jae Joon', ' Terada Takuya']","['comedy', ' romance', ' life']",['N/A'],"['sexual innuendo', ' multiple couples', ' multiple mains', ' lgbtq', ' older womanyounger man', ' gay romance', ' omnibus', ' neighbors relationship', ' foodie female lead', ' age gap drama life ']",['Mnet'],12
1077,The Man in the Mask,"['Kim Sun Ah', ' Joo Sang Wook', ' Uhm Ki Joon', ' Hwang Sun Hee', ' Jeon Kwang Ryul', ' Hong Seok Cheon']","['action', ' comedy', ' romance', ' drama']","['KBS World', ' Viki']","['prosecutor male lead', ' detective female lead', ' melodrama ']",['KBS'],16
1078,The Master of Revenge,"['Chun Jung Myung', ' Jo Jae Hyun', ' Jung Yoo Mi', ' Lee Sang Yeob', ' Gong Seung Yeon', ' Baro']","['food', ' mystery', ' drama', ' melodrama']",['Viki'],"['chef', ' adapted from a manhwa', ' revenge', ' investigation ']",['KBS'],20
1079,The Merchant,"['Lee Dae Keun', ' Choi Bool Am', ' Jung Hye Sun', ' Jeon Woon', ' Hyun Suk']","['historical', ' drama']",['N/A'],"['historical fiction', ' joseon dynasty ']",['MBC'],90
1080,The Merchant: Gaekju 2015,"['Jang Hyuk', ' Kim Min Jung', ' Yoo Oh Sung', ' Han Chae Ah', ' Lee Deok Hwa', ' Park Eun Hye']","['historical', ' business', ' melodrama', ' political']",['Viki'],"['insider trading', ' manipulative male lead', ' sly male lead', ' separated family', ' noble sacrifice', ' wrongfully accused', ' scheme', ' jealousy', ' corruption', ' joseon dynasty ']",['KBS'],41
1081,The Miracle,"['Hong Yoon Hwa', ' Kim Na Hyun', ' Kim Dong Hyun', ' Yang Hak Jin', ' Kim Ji Sung', ' New Sun']","['comedy', ' romance', ' drama', ' supernatural']","['Viki', ' Netflix']","['body swap', ' entertainment industry', ' twins', ' web series', ' musician female lead', ' singer female lead', ' idol female lead', ' short length series', ' sisters relationship', ' identity swap ']",['Naver TV Cast'],12
1082,The Miracle We Met,"['Kim Myung Min', ' Kim Hyun Joo', ' Ra Mi Ran', ' Park Sung Geun', ' Park Keun Rok', ' Lee Moo Saeng']","['comedy', ' romance', ' fantasy', ' melodrama']",['Viki'],"['rags to riches', ' character development', ' body swap', ' second chance', ' spirit', ' detective supporting character', ' transmigration', ' supernatural ']",['KBS'],18
1083,The Most Beautiful Goodbye,"['Won Mi Kyung', ' Yoo Dong Geun', ' Kim Young Ok', ' Choi Ji Woo', ' Choi Min Ho', ' Yoo Jae Myung']","['life', ' family', ' melodrama']",['KDRAMA'],"['tearjerker', ' miniseries', ' alzheimers disease', ' terminal illness ']",['tvN'],4
1084,The Musical,"['Gu Hye Seon', ' Park Ki Woong', ' Ki Eun Se', ' Choi Daniel', ' Ock Joo Hyun', ' Kim Shi Woon']","['music', ' romance', ' drama', ' melodrama']",['N/A'],"['preproduced', ' performing arts ']",['SBS'],15
1085,The Mysterious Class,"['Choi Hyun Suk', ' Park Ji Hoon', ' Yoshi', ' Kim Jun Kyu', ' Mashiho', ' Yoon Jae Hyuk']","['mystery', ' horror', ' youth', ' supernatural']",['N/A'],"['student', ' ghost', ' investigation', ' high school', ' school', ' suspense', ' miniseries', ' web series', ' friendship ']",[nan],8
1086,The Noblesse,"['Seo Ji Hye', ' Jung Sung Woon', ' Hyun Woo Sung', ' Park Jung Ah', ' Lee Si Eon', ' Han Ye Won']","['romance', ' drama', ' melodrama']",['N/A'],"['death of a husband', ' disapproving parent', ' rich female lead', ' soap opera', ' poor female lead', ' jealousy', ' rags to riches', ' rich manpoor woman', ' rich male lead', ' family ']",['jTBC'],114
1087,The One and Only,"['Ahn Eun Jin', ' Kim Kyung Nam', ' Kang Ye Won', ' Joy', ' Go Doo Shim', ' Jang Hyun Sung']","['mystery', ' romance', ' drama', ' melodrama']","['Viki', ' Netflix', ' TVING']","['terminal illness', ' hospice care', ' orphan male lead', ' murder', ' skilled killer', ' death', ' tragic past', ' investigation', ' cynical male lead', ' insomnia ']",['jTBC'],16
1088,The Package,"['Jung Yong Hwa', ' Lee Yun Hee', ' Yoon Park', ' Choi  Woo Shik', ' Ha Shi Eun', ' Lee Ji Hyun']","['adventure', ' comedy', ' romance', ' life']","['Disney Hotstar', ' WeTV', ' Netflix', ' Viki']","['tour guide', ' filmed abroad', ' multiple couples', ' steamy kiss', ' terminal illness', ' secret relationship', ' vacation', ' misunderstanding', ' nice male lead', ' tourism ']",['jTBC'],12
1089,The Penthouse: War in Life,"['Lee Ji Ah', ' Kim So Yeon', ' Eugene', ' Uhm Ki Joon', ' Bong Tae Kyu', ' Shin Eun Kyung']","['thriller', ' mystery', ' drama']","['Viki', ' WeTV']","['revenge', ' greed', ' jealousy', ' motherhood', ' multiple couples', ' school bullying', ' school rivalry', ' rich male lead', ' school', ' high society ']",['SBS'],21
1090,The Police Station Next to the Fire Station,"['Kim Rae Won', ' Son Ho Jun', ' Gong Seung Yeon', ' Jung Jin Woo', ' Lee Jung Hun', ' Ji Woo']",['drama'],['N/A'],['detective '],['SBS'],12
1091,The Princess' Man,"['Park Shi Hoo', ' Moon Chae Won', ' Kim Yeong Cheol', ' Song Jong Ho', ' Hong Soo Hyun', ' Lee Min Woo']","['action', ' historical', ' romance', ' political']",['Viki'],"['forbidden love', ' strong male lead', ' power struggle', ' strong female lead', ' family pressure', ' joseon dynasty', ' revenge', ' death', ' fatherdaughter relationship', ' princess female lead ']",['KBS'],24
1092,The Producers,"['Cha Tae Hyun', ' Gong Hyo Jin', ' Kim Soo Hyun', ' IU', ' Kim Jong Kook', ' Na Young Hee']","['comedy', ' romance', ' drama']","['WeTV', ' Viki']","['entertainment industry', ' love triangle', ' bossemployee relationship', ' unrequited love', ' older womanyounger man', ' cohabitation', ' secondary couple', ' producer female lead', ' producer male lead', ' age gap drama life ']",['KBS'],12
1093,The Promise,"['Seo Joon Young', ' Lee Yoo Ri', ' Song Jong Ho', ' Park Ha Na', ' Lee Jong Won', ' Yoon Bok In']","['romance', ' family', ' melodrama']",['KBS World'],"['soap opera', ' unexpected pregnancy', ' betrayal', ' separation at birth', ' miscarriage', ' birth secret', ' revenge', ' twins', ' marriage ']",['KBS'],102
1094,The Queen of Office,"['Oh Ji Ho', ' Kim Hye Soo', ' Jung Yu Mi', ' Jeon Hye Bin', ' Jo Kwon', ' Lee Hee Joon']","['business', ' comedy', ' romance', ' drama']","['KBS Drama Classic', ' Viki']","['arrogant male lead', ' food industry', ' contract worker', ' workplace romance', ' hardworking female lead', ' impulsive male lead', ' clumsy female lead', ' weak female lead', ' teamwork', ' smart female lead ']",['KBS'],16
1095,The Queen's Classroom,"['Go Hyun Jung', ' Seo Shin Ae', ' Chun Bo Geun', ' Kim Hyang Gi ', ' Kim Sae Ron', ' Lee Young Yoo']","['school', ' youth', ' drama']",['N/A'],"['classmates relationship', ' child supporting character', ' child female lead', ' child male lead', ' teacher female lead', ' coldhearted female lead', ' elementary school', ' multiple mains', ' child abuse', ' student ']",['MBC'],16
1096,The Rebel,"['Yoon Kyun Sang', ' Chae Soo Bin', ' Kim Ji Suk', ' Lee Ha Nee', ' Kim Sang Joong', ' Shim Hee Sub']","['action', ' thriller', ' historical', ' romance']",['Viki'],"['rebellion', ' joseon dynasty', ' strong male lead', ' smart male lead', ' corruption', ' discrimination', ' bromance', ' superhuman strength', ' revenge', ' underdog ']",['MBC'],30
1097,The Red Sleeve,"['Lee Jun Ho', ' Lee Se Young', ' Kang Hoon', ' Lee Deok Hwa', ' Park Ji Young', ' Jang Hee Jin']","['historical', ' romance', ' drama', ' melodrama']","['Apple TV', ' Viki']","['noble mancommon woman', ' tearjerker', ' death', ' joseon dynasty', ' strong male lead', ' male chases female first', ' smart female lead', ' masterservant relationship', ' strong female lead', ' king male lead ']","['MBC', ' Viki']",17
1098,The Reputable Family,"['Cha In Pyo', ' Han Go Eun', ' Kim Sung Min', ' Jung Dong Hwan', ' Choi Il Hwa', ' Choi Woo Suk']","['historical', ' drama']",['N/A'],['rivalry '],['KBS'],16
1099,The Return of Hwang Geum-bok,"['Shin Da Eun', ' Lee Elijah', ' Jung Eun Woo', ' Kim Jin Woo', ' Jeon Mi Seon', ' Shim Hye Jin']","['drama', ' family', ' melodrama']",['N/A'],"['sly female lead', ' weak female lead', ' soap opera ']",['SBS'],125
1100,The Rich Son,"['Kim Joo Hyun', ' Kim Ji Hoon', ' Lee Kyu Han', ' Hong Soo Hyun', ' Lee Seung Yeon', ' Kim Young Ok']","['romance', ' drama', ' melodrama']","['Apple TV', ' Viki']","['chef', ' fatherdaughter relationship', ' sismance', ' multiple couples', ' riches to rags', ' arranged marriage', ' childhood friends relationship', ' chauffeur supporting character', ' personal assistant supporting character', ' neighbors relationship ']",['MBC'],100
1101,The Road Home,"['Otani Ryohei', ' Lee Sang Woo', ' Jang Shin Young', ' Shim Hyung Tak', ' Park Hye Won', ' Chae So Young']","['romance', ' family']",['N/A'],[nan],['KBS'],120
1102,The Road: The Tragedy of One,"['Ji Jin Hee', ' Yoon Se Ah', ' Kim Hye Eun', ' Chun Ho Jin', ' Ahn Nae Sang', ' Kim Sung Soo']","['thriller', ' mystery', ' drama']","['TVING', ' Viki', ' WeTV']","['rich female lead', ' married couple', ' secret', ' greed', ' tough past', ' popular male lead', ' adapted from a novel', ' melodrama', ' suspense', ' news anchor ']",['tvN'],12
1103,The Royal Gambler,"['Jang Geun Suk', ' Yeo Jin Goo', ' Jeon Kwang Ryul', ' Choi Min Soo', ' Im Ji Yeon', ' Yoon Jin Seo']","['action', ' historical', ' comedy', ' drama']","['Viki', ' Netflix', ' SBS World']","['historical fiction', ' royalty', ' gambling', ' family secret', ' joseon dynasty', ' bromance', ' family', ' friendship ']",['SBS'],24
1104,The Running Mates: Human Rights,"['Lee Yo Won', ' Choi Gwi Hwa', ' Jang Hyun Sung', ' Oh Mi Hee', ' Lee Joo Woo', ' Kim Joo Young']","['mystery', ' law', ' drama']",['N/A'],"['workplace setting', ' prosecutor male lead', ' tough female lead', ' righteous male lead', ' badass male lead', ' nice female lead', ' righteous female lead', ' hardworking male lead', ' hardworking female lead', ' hottempered male lead ']",['OCN'],14
1105,The Scandal,"['Kim Jae Won', ' Jo Yoon Hee', ' Jo Jae Hyun', ' Park  Sang Min', ' Ki Tae Young', ' Shin Eun Kyung']","['thriller', ' romance', ' drama', ' melodrama']",['Viki'],"['fatherson relationship', ' birth secret', ' kidnapping', ' revenge', ' suspense ']",['MBC'],36
1106,The Scholar Who Walks the Night,"['Lee Joon Gi', ' Lee Yoo Bi', ' Shim Chang Min', ' Lee Soo Hyuk', ' Kim So Eun', ' Jang Hee Jin']","['historical', ' mystery', ' romance', ' fantasy']",['Viki'],"['interspecies romance', ' joseon dynasty', ' adapted from a manhwa', ' crossdressing', ' first love', ' village setting', ' palace setting', ' scholar male lead', ' vampire fiction', ' vampire male lead ']",['MBC'],20
1107,The School Nurse Files,"['Jung Yu Mi', ' Nam Joo Hyuk', ' Lee Joo Young', ' Yoo Teo', ' Kim Dong Hyun', ' Jang Joon Hyun']","['mystery', ' horror', ' comedy', ' supernatural']",['Netflix'],"['ghostseeing female lead', ' exorcism', ' high school', ' brave female lead', ' adapted from a novel', ' school', ' special power', ' eccentric female lead', ' supernatural phenomena', ' monsters ']",['Netflix'],6
1108,The Second Husband,"['Cha Seo Won', ' Uhm Hyun Kyung', ' Oh Seung Ah', ' Han Ki Woong', ' Jung Sung Mo', ' Ji Soo Won']","['romance', ' drama', ' family', ' melodrama']","['Prime Video', ' Viki']","['revenge', ' wrongfully accused', ' positive female lead', ' soap opera', ' cheating ']",['MBC'],150
1109,The Secret House,"['Seo Ha Joon', ' Lee Young Eun', ' Jung Heon', ' Kang  Byul', ' Lee Seung Yeon', ' Yoon Ah Jung']","['thriller', ' romance', ' drama']",['N/A'],"['lawyer male lead', ' death of a sister', ' death of a mother', ' prosecutor male lead', ' doctor female lead', ' raised by uncle', ' missing mother', ' evil female lead', ' single father', ' bright female lead ']",['MBC'],120
1110,The Secret Life of My Secretary,"['Kim Young Kwang', ' Jin Ki Joo', ' Kim Jae Kyung', ' Koo Ja Sung', ' Jung Ae Ri', ' Kim Min Sang']","['business', ' comedy', ' romance', ' drama']","['WeTV', ' Viki']","['bossemployee relationship', ' prosopagnosia', ' double identity', ' rich womanpoor man', ' eccentric male lead', ' rich male lead', ' office worker', ' smart male lead', ' secondary couple', ' disability ']",['SBS'],32
1111,The Secret Lovers,"['Han Ji Hye', ' Kim Suk Hoon', ' Kwon Oh Jung', ' Song Sun Mi', ' Lee Byung Jin', ' Ahn Hae Sook']","['romance', ' drama']",['N/A'],"['secondary couple', ' poor female lead', ' nice male lead', ' character development', ' rich manpoor woman', ' rich male lead ']",['MBC'],20
1112,The Secret of Birth,"['Sung Yoo Ri', ' Gal So Won', ' Yoo  Joon Sang', ' Choi Soo Rin', ' Yoo Hye Ri', ' Park Eun Ji']","['romance', ' drama', ' family', ' melodrama']","['SBS World', ' Viki']","['amnesia', ' genius female lead', ' single father', ' naive male lead', ' orphan female lead', ' naive female lead', ' older manyounger woman', ' fatherdaughter relationship', ' motherdaughter relationship', ' eccentric male lead ']",['SBS'],18
1113,The Secret of My Love,"['Song Chang Eui', ' Kang Se Jung', ' Park Jung Ah', ' Kim Da Hyun', ' Lee Hwi Hyang', ' Jung Han Yong']","['romance', ' drama', ' family', ' melodrama']",['KBS World'],"['cheerful female lead', ' sisters relationship', ' nice female lead', ' hardworking male lead', ' hardworking female lead', ' successful male lead', ' secret', ' greed', ' jealousy', ' motherson relationship ']",['KBS'],100
1114,The Silent Sea,"['Bae Doo Na', ' Gong Yoo', ' Lee Joon', ' Kim Sun Young', ' Lee Moo Saeng', ' Lee Sung Wook']","['thriller', ' mystery', ' horror', ' scifi']",['Netflix'],"['dystopia', ' environmental issues', ' space mission', ' investigation', ' future', ' water shortage', ' space travel', ' outer space', ' deadly mission', ' drama ']",['Netflix'],8
1115,The Smile Has Left Your Eyes,"['Seo In Guk', ' Jung So Min', ' Park Sung Woong', ' Seo Eun Soo', ' Go Min Si', ' Jang Young Nam']","['thriller', ' mystery', ' romance', ' drama']","['KDRAMA', ' Apple TV', ' Viki']","['antihero', ' psychological', ' murder', ' tragic past', ' smart male lead', ' investigation', ' eccentric male lead', ' cold manwarm woman', ' orphan male lead', ' melodrama ']",['tvN'],16
1116,The Sound of Magic,"['Ji Chang Wook', ' Choi Sung Eun', ' Hwang In Youp', ' Oh So Hyun', ' Ji Hye Won', ' Hong Jung Min']","['music', ' psychological', ' drama', ' fantasy']",['Netflix'],"['magician male lead', ' student', ' poor female lead', ' adapted from a webtoon', ' high school', ' growing up', ' youth', ' melodrama', ' musical', ' debt ']",['Netflix'],6
1117,The Sound of Your Heart,"['Lee Kwang Soo', ' Kim Dae Myung', ' Jung So Min', ' Kim Byung Ok', ' Kim  Mi Kyung', ' Park Sang Hoon']","['comedy', ' family', ' sitcom']",['Netflix'],"['motherson relationship', ' fatherson relationship', ' slice of life', ' adapted from a webtoon', ' short length series', ' web series', ' slow romance ']",['Naver TV Cast'],20
1118,The Spies Who Loved Me,"['Yoo In Na', ' Eric Mun', ' Im Joo Hwan', ' Kim Tae Woo', ' Jung Suk Yong', ' Cha Joo Young']","['action', ' mystery', ' comedy', ' romance']",['N/A'],"['hidden identity', ' hidden past', ' fake identity', ' exhusband returns', ' multiple marriages', ' successful female lead', ' hardworking female lead', ' secret organization', ' teamwork', ' smart female lead ']","['iQiyi', ' MBC']",16
1119,The Suspicious Housekeeper,"['Choi Ji Woo', ' Lee Sung Jae', ' Kim So Hyun', ' Wang Ji Hye', ' Chae Sang Woo', ' Nam  Da Reum ']","['mystery', ' drama', ' family', ' melodrama']","['SBS World', ' Viki']","['housekeeper', ' smart female lead', ' calm female lead', ' badass female lead', ' detective supporting character', ' talented female lead', ' talented male lead', ' dark fiction', ' death', ' character development ']",['SBS'],20
1120,The Tale of Nokdu,"['Jang Dong Yoon', ' Kim So Hyun', ' Kang Tae Oh', ' Jung Joon Ho', ' Kim Tae Woo', ' Yoon Yoo Sun']","['action', ' historical', ' comedy', ' romance']","['WeTV', ' Apple TV', ' iflix', ' Viki']","['crossdressing', ' joseon dynasty', ' hidden identity', ' strong male lead', ' birth secret', ' strong female lead', ' gender bender', ' first love', ' martial arts master', ' smart male lead ']",['KBS'],32
1121,The Third Charm,"['Seo Kang Joon', ' Esom', ' Min Woo Hyuk', ' Kim Yoon Hye', ' Lee Yoon Ji', ' Yang Dong Geun']","['food', ' comedy', ' romance', ' drama']","['WeTV', ' Netflix', ' iflix']","['time skip', ' first love', ' opposites attract', ' love triangle', ' meet again', ' nerdy male lead', ' poor female lead', ' nice male lead', ' lovehate relationship', ' filmed abroad ']",['jTBC'],16
1122,The Third Hospital,"['Oh Ji Ho', ' Choi Soo Young', ' Kim Min Jung', ' Kim Seung Woo', ' Choi Yoon So', ' Nam Moon Chul']","['comedy', ' life', ' drama', ' medical']",['N/A'],"['hospital setting', ' surgeon female lead', ' surgeon male lead', ' doctor female lead', ' doctor male lead', ' family ']",['tvN'],20
1123,The Three Musketeers,"['Jung Yong Hwa', ' Lee Jin Wook', ' Yang Dong Geun', ' Jung Hae In', ' Seo Hyun Jin', ' Yoo In Young']","['action', ' adventure', ' historical', ' romance']",['N/A'],"['joseon dynasty', ' friendship', ' revenge', ' bromance', ' comedy', ' royalty', ' kind male lead', ' historical fiction', ' female antagonist', ' hidden identity ']",['tvN'],12
1124,The Time We Were Not in Love,"['Ha Ji Won', ' Lee Jin Wook', ' Yoon Kyun Sang', ' Choo Soo Hyun', ' Shin Jung Keun', ' Seo Joo Hee']","['comedy', ' romance', ' youth']","['SBS World', ' Viki']","['childhood friends relationship', ' mdl remake', ' career oriented female lead', ' infidelity', ' friends to lovers', ' nice male lead', ' unrequited love', ' love triangle', ' school', ' friendship ']",['SBS'],16
