ID,kdrama_name,actor,genre,platform,tags,network,episode
998,Tazza,"['Jang Hyuk', ' Kim Min Joon', ' Kim Gab Soo', ' Han Ye Seul', ' Kang Sung Yun', ' Lee So Jung']","['action', ' adventure', ' thriller', ' romance']",['Viki'],"['gambling', ' adapted from a manhwa', ' revenge', ' childhood friends relationship', ' gambler male lead', ' first love', ' melodrama', ' drama', ' friendship', ' suspense ']",['SBS'],21
999,Team Bulldog: Off-Duty Investigation,"['Cha Tae Hyun', ' Lee Sun Bin', ' Jung Sang Hoon', ' Yoon Gyung Ho', ' Ji Seung Hyun', ' Im Chul Hyung']","['action', ' mystery', ' comedy', ' drama']","['KDRAMA', ' Viki']","['investigation', ' strong female lead', ' teamwork', ' smart female lead', ' multiple mains', ' eccentric female lead', ' eccentric male lead', ' police department setting', ' detective fiction', ' detective male lead ']",['OCN'],12
1000,Tears of Heaven,"['Park Ji Young', ' Hong Ah Reum', ' Seo Joon Young', ' In Gyo Jin', ' Shin Ki Joon', ' Lee Jong Won']","['romance', ' drama']",['KDRAMA'],"['selfish mother', ' greed ']",['MBN'],25
1001,Tears of the Dragon,"['Ahn Jae Mo', ' Yoo Dong Geun', ' Kim Moo Saeng', ' Ha Ji Won', ' Kim Joo Young', ' Lee Min Woo']",['historical'],['N/A'],[nan],['KBS'],159
1002,Tell Me What You Saw,"['Jang Hyuk', ' Choi Soo Young', ' Jin Seo Yun', ' Jang Hyun Sung', ' Ryu Seung Soo', ' Shin Soo Ho']","['thriller', ' mystery']",['Viki'],"['murder', ' strong female lead', ' photographic memory', ' tragic past', ' trauma', ' disability', ' revenge', ' hardworking female lead', ' police department setting', ' death of a fianc ']",['OCN'],16
1003,Temperature of Love,"['Seo Hyun Jin', ' Yang Se Jong', ' Kim Jae Wook', ' Jo Bo Ah', ' PO', ' Ji  Il Joo']","['food', ' comedy', ' romance', ' life']","['Apple TV', ' SBS World', ' Viki', ' Netflix']","['love triangle', ' older womanyounger man', ' bromance', ' second chance romance', ' calm male lead', ' cooking', ' unrequited love', ' screenwriter female lead', ' chef male lead', ' age gap real life ']",['SBS'],40
1004,Temptation,"['Choi Ji Woo', ' Kwon Sang Woo', ' Park Ha Sun', ' Lee Jung Jin', ' Chae So Young', ' Ahn Se Ha']","['romance', ' drama', ' melodrama']","['SBS World', ' Viki']","['rich womanpoor man', ' conceited male lead', ' hypocrisy', ' stubborn female lead', ' female infertility', ' hardworking male lead', ' lovers separated', ' power struggle', ' heartbreak', ' vengeful female lead ']",['SBS'],20
1005,Temptation of Wife,"['Jang Seo Hee', ' Byun Woo Min', ' Lee Jae Hwang', ' Kim Seo Hyung', ' Choi Joon Yong', ' Kim Yong Gun']","['romance', ' drama', ' family', ' melodrama']",['N/A'],"['soap opera', ' betrayal', ' miscarriage', ' infidelity', ' death', ' terminal illness', ' lying', ' intellectual disability', ' identity swap', ' sexual assault ']",['SBS'],129
1006,Tempted,"['Woo Do Hwan', ' Joy', ' Moon Ga Young', ' Kim Min Jae', ' Jeon Mi Seon', ' Shin Sung Woo']","['romance', ' youth', ' drama', ' melodrama']","['Viki', ' Apple TV']","['rich male lead', ' bad mangood woman', ' love triangle', ' friendship', ' hardworking female lead', ' second chance', ' revenge', ' naive female lead', ' heir', ' hatred ']",['MBC'],32
1007,Terroir,"['Han Hye Jin', ' Kim  Joo Hyuk', ' Ki Tae Young', ' Yoo  Sun', ' Kim Nam Gil', ' Jeon Soo Kyung']","['comedy', ' romance', ' drama']",['N/A'],"['restaurant setting', ' sommelier', ' winery', ' older manyounger woman', ' bossemployee relationship', ' tragic past', ' filmed abroad ']",['SBS'],20
1008,Thank You,"['Jang Hyuk', ' Gong Hyo Jin', ' Seo Shin Ae', ' Shin Sung Rok', ' Kim Sung Eun', ' Hong Yeo Jin']","['comedy', ' romance', ' family', ' medical']","['    ', ' Viki']","['alzheimers disease', ' aids', ' child female lead', ' doctor male lead', ' single mother female lead', ' secret child', ' motherdaughter relationship', ' disease', ' death of a girlfriend', ' motherhood ']",['MBC'],16
1009,"That Winter, the Wind Blows","['Zo In Sung', ' Song Hye Kyo', ' Kim Bum', ' Jung Eun Ji', ' Kim Tae Woo', ' Kim Young Hoon']","['romance', ' crime', ' melodrama']","['Viki', ' Netflix', ' Apple TV', ' Tubi']","['fake incest', ' stolen identity', ' star crossed lovers', ' male chases female first', ' playboy male lead', ' deception', ' hidden identity', ' separation at birth', ' rich female lead', ' flashback to past ']",['SBS'],16
1010,The Accidental Narco,"['Ha Jung Woo', ' Hwang Jung Min', ' Park Hae Soo', ' Jo  Woo Jin', ' Yoo Yeon Seok', ' Choo Ja Hyun']","['action', ' thriller', ' crime']",['N/A'],"['multiple mains', ' based on true story', ' drug lord', ' national intelligence service', ' miniseries', ' suspense ']",['Netflix'],6
1011,The All-Round Wife,"['Han Da Gam', ' Han Sang Jin', ' Shim Ji Ho', ' Yoon Da Young', ' Yang  Mi Kyung', ' Geum Bo Ra']","['drama', ' family', ' melodrama']","['KBS World', ' Prime Video', ' Viki']",[nan],['KBS'],122
1012,The Banker,"['Kim Sang Joong', ' Chae Shi Ra', ' Yoo Dong Geun', ' Kim Tae Woo', ' Ahn Woo Yeon', ' Shin Do Hyun']","['business', ' drama', ' political']",['Viki'],"['adapted from a manga', ' workplace setting', ' bank setting', ' office worker male lead', ' hardship', ' mature female lead', ' sincere male lead', ' honest male lead', ' competent female lead', ' bank auditor ']",['MBC'],32
1013,The Beauty Inside,"['Seo Hyun Jin', ' Lee Min Ki', ' Lee Da Hee', ' Ahn Jae Hyun', ' Lee Tae Ri', ' Moon Ji In']","['comedy', ' romance', ' melodrama', ' supernatural']","['Disney Hotstar', ' Apple TV', ' iflix', ' Viki', ' WeTV', ' Netflix']","['prosopagnosia', ' successful male lead', ' strong female lead', ' calm male lead', ' secondary couple', ' contract relationship', ' rich female lead', ' rich male lead', ' sismance', ' secret ']",['jTBC'],16
1014,The Birth of a Family,"['Lee Kyu Han', ' Lee So Yeon', ' Sung Hoon', ' Lee Chae Young', ' Lee Mal Geum', ' Kim Seung Hwan']","['romance', ' drama', ' family', ' melodrama']",['N/A'],[nan],['SBS'],115
1015,The Blade and Petal,"['Uhm Tae Woong', ' Kim Ok Bin', ' Choi Min Soo', ' Kim  Sang Ho', ' Lee Won Jong', ' Gu Won']","['action', ' historical', ' romance', ' drama']",['N/A'],"['political intrigue', ' betrayal', ' hidden identity', ' misunderstanding', ' crossdressing', ' gender bender', ' goguryeo dynasty', ' historical fiction', ' secret', ' heartbreak ']",['KBS'],20
1016,The Bride of Habaek,"['Shin Se Kyung', ' Nam Joo Hyuk', ' Im Joo Hwan', ' Krystal Jung', ' Gong Myung', ' Park Kyu Sun']","['comedy', ' romance', ' drama', ' fantasy']","['WeTV', ' Netflix', ' KDRAMA', ' Apple TV', ' Viki']","['interspecies romance', ' special power', ' steamy kiss', ' supernatural power', ' poor female lead', ' eccentric male lead', ' tragic past', ' arrogant male lead', ' healing', ' elemental power ']",['tvN'],16
1017,The Chaser,"['Son Hyun Joo', ' Kim Sang Joong', ' Kim Sung Ryung', ' Go Joon Hee', ' Ryu Seung Soo', ' Park  Hyo Joo']","['action', ' thriller', ' mystery']",['Viki'],"['investigation', ' detective', ' reporter supporting character', ' conspiracy', ' corruption', ' suspense ']",['SBS'],16
1018,The Clinic for Married Couples: Love and War,"['Shin Goo', ' Jung Ae Ri', ' Lee Ho Jae', ' Lee Won Jae', ' Min Ji Young', ' Lee Shi Eun']","['romance', ' drama', ' family']",['N/A'],[nan],['KBS'],479
1019,The Cursed,"['Uhm Ji Won', ' Jung Ji So', ' Sung Dong Il', ' Jo Min Soo', ' Jung Moon Sung', ' Kim Min Jae']","['thriller', ' mystery', ' horror', ' supernatural']","['WeTV', ' Netflix']","['strong female lead', ' shamanism', ' curse', ' gore', ' extreme violence', ' school bullying', ' investigation', ' occult', ' smart female lead', ' spirit ']",['tvN'],12
1020,The Crowned Clown,"['Yeo Jin Goo', ' Lee Se Young', ' Kim Sang Kyung', ' Jang Gwang', ' Yoon Jong Seok', ' Yoon Gyung Ho']","['historical', ' romance', ' melodrama', ' political']","['WeTV', ' Netflix', ' KDRAMA', ' Viki']","['double identity', ' noble womancommon man', ' identity swap', ' poor male lead', ' character development', ' joseon dynasty', ' power struggle', ' rebellion', ' nice male lead', ' doppelganger ']",['tvN'],16
1021,The Dawn of the Empire,"['Kim Sang Joong', ' Jeon Hye Jin', ' Choi Jae Sung', ' Hong Ri Na', ' Byun Hee Bong', ' Jo Kyung Hwan']","['historical', ' drama', ' political']",['N/A'],"['goryeo dynasty', ' palace setting', ' king male lead', ' historical figure', ' historical fiction', ' royalty', ' gwangjong ']",['KBS'],94
1022,The Devil,"['Kim Tae Ri', ' Oh Jung Se', ' Hong Kyung']",['drama'],['N/A'],[nan],['SBS'],12
1023,The Devil Judge,"['Ji Sung', ' Kim Min Jung', ' Park Jin Young', ' Park Gyu Young', ' Jeon Chae Eun', ' Kim Jae Kyung']","['mystery', ' law', ' crime', ' drama']","['TVING', ' Viki', ' WeTV', ' Netflix']","['corruption', ' tough past', ' dystopia', ' hardworking male lead', ' antihero', ' strong female lead', ' bromance', ' rivalry', ' revenge', ' unrequited love ']",['tvN'],16
1024,The Doctors,"['Kim Rae Won', ' Park Shin Hye', ' Yoon Kyun Sang', ' Lee Sung Kyung', ' Moon Ji In', ' Uhm Hyo Sub']","['comedy', ' romance', ' drama', ' medical']","['SBS VOD', ' Apple TV', ' SBS World', ' Prime Video', ' Viki']","['older manyounger woman', ' studentteacher relationship', ' revenge', ' nice male lead', ' calm male lead', ' badass female lead', ' reverseharem', ' strong female lead', ' male chases female first', ' tragic past ']",['SBS'],20
1025,The Eldest,"['Jae Hee', ' Yoon Jung Hee', ' Yoo Hae Jung', ' Park Jae Jung', ' Oh Yoon Ah', ' Jo Yi Jin']","['drama', ' family']",['N/A'],[nan],['jTBC'],54
1026,The Emperor: Owner of the Mask,"['Yoo Seung Ho', ' Kim So Hyun', ' Kim Myung Soo', ' Yoon So Hee', ' Heo Joon Ho', ' Park Chul Min']","['historical', ' romance', ' drama', ' political']",['N/A'],"['poison', ' conspiracy', ' identity swap', ' historical fiction', ' nice female lead', ' royalty', ' death', ' revenge', ' nice male lead', ' joseon dynasty ']",['MBC'],40
1027,The Empire of Law,"['Kim Sun Ah', ' Ahn Jae Wook', ' Lee Mi Sook', ' Kim Myung Ji', ' Im Se Mi', ' Kwon Oh Kyung']",['drama'],['N/A'],"['prosecutor female lead', ' ambitious female lead', ' scandal', ' strong female lead ']",['jTBC'],16
1028,The End of the World,"['Jang Hyun Sung', ' Jang  Kyung Ah', ' Yoon Je Moon', ' Park Hyuk Kwon', ' Park Seo Yeon', ' Kim Yong Min']","['mystery', ' drama', ' medical']",['N/A'],"['pandemic', ' virus', ' adapted from a novel', ' disaster', ' investigation ']",['jTBC'],12
1029,The Family is Coming,"['Jin Yi Han', ' Lee Jung Hyun', ' Oh  Sang Jin ', ' Park Won Sook', ' Cha Hak Yeon', ' Park So Jin']","['comedy', ' romance', ' family']",['SBS World'],[nan],['SBS'],20
1030,The Fiery Priest,"['Kim Nam Gil', ' Kim Sung Kyun', ' Lee Ha Nee', ' Go Jun', ' Geum Sae Rok', ' Jeon Sung Woo']","['action', ' mystery', ' comedy', ' crime']","['Viki', ' Apple TV']","['badass male lead', ' eccentric male lead', ' sassy female lead', ' bromance', ' aggressive male lead', ' ptsd', ' sismance', ' corruption', ' investigation', ' tragic past ']",['SBS'],40
1031,The Forbidden Marriage,"['Kim Young Dae', ' Park Ju Hyun', ' Kim Woo Seok', ' Giriboy', ' Lee Jung Hyun', ' Kim Min Ju']","['historical', ' romance', ' drama']",['N/A'],"['flashback to past', ' joseon dynasty', ' royalty', ' fraud', ' deception', ' swindler female lead', ' king male lead', ' historical fiction', ' death', ' adapted from a webtoon ']",['MBC'],12
1032,The Fugitive of Joseon,"['Lee Dong Wook', ' Kim Yoo Bin', ' Song Ji Hyo', ' Im Seul Ong', ' Park Ji Young', ' Song Jong Ho']","['thriller', ' historical', ' romance', ' medical']",['Prime Video'],"['attempted assassination', ' genius male lead', ' secondary couple', ' wrongfully accused', ' scheme', ' poison', ' fugitive', ' fatherdaughter relationship', ' illness', ' evil stepmother ']",['KBS'],20
1033,The Game: Towards Zero,"['Ok Taec Yeon', ' Lee Yun Hee', ' Im Joo Hwan', ' Park Ji Il', ' Choi Jae Woong', ' Shin Sung Min']","['thriller', ' mystery', ' psychological', ' supernatural']",['Viki'],"['special power', ' supernatural power', ' death', ' smart male lead', ' tragic past', ' strong female lead', ' murder', ' orphan female lead', ' teamwork', ' child abandonment ']",['MBC'],32
1034,The Gentlemen of Wolgyesu Tailor Shop,"['Lee Dong Gun', ' Jo Yoon Hee', ' Cha In Pyo', ' Ra Mi Ran', ' Choi Won Young', ' Hyun Woo']","['comedy', ' romance', ' life', ' drama']","['KBS World', ' Viki']","['power struggle', ' multiple mains', ' divorce', ' multiple couples', ' bromance', ' family', ' friendship ']",['KBS'],54
1035,The Ghost Detective,"['Choi Daniel', ' Park Eun Bin', ' Lee Ji Ah', ' Kim Won Hae', ' Lee Jae Kyoon', ' Lee Joo Young']","['thriller', ' mystery', ' horror', ' supernatural']",['Viki'],"['strong female lead', ' female antagonist', ' ghostseeing female lead', ' tragic past', ' death of a sister', ' investigator male lead', ' cheerful female lead', ' spirit possession', ' workplace romance', ' nice female lead ']",['KBS'],32
1036,The Good Detective,"['Son Hyun Joo', ' Jang Seung Jo', ' Lee Elijah', ' Oh Jung Se', ' Ji Seung Hyun', ' Son Jong Hak']","['action', ' thriller', ' mystery', ' drama']","['Disney Hotstar', ' Netflix']","['wrongfully accused', ' corruption', ' investigation', ' smart male lead', ' bromance', ' corrupt legal system', ' murder', ' crime', ' detective male lead', ' suspense ']",['jTBC'],16
1037,The Good Wife,"['Jeon Do Yeon', ' Yoo Ji Tae', ' Yoon Kye Sang', ' Kim Seo Hyung', ' Lee Won Keun', ' Nana']","['law', ' romance', ' drama', ' political']",['N/A'],"['smart female lead', ' strong female lead', ' working mom', ' law firm', ' lgbtq', ' infidelity', ' first love', ' love triangle', ' corruption', ' nonmdl remake ']",['tvN'],16
1038,"The Great King, Sejong","['Kim Sang Kyung', ' Kim Yeong Cheol', ' Choi Myung Gil', ' Park  Sang Min', ' Kim Sung Ryung', ' Lee Yoon Ji']",['historical'],['N/A'],"['king male lead', ' historical figure', ' historical fiction', ' sejong the great', ' royalty', ' joseon dynasty ']",['KBS'],86
1039,The Great Merchant,"['Lee Mi Yeon', ' Park Sol Mi', ' Han Jae Suk', ' Ha Seok Jin', ' Kim Chul Ki', ' Park Soon Chun']","['historical', ' romance', ' drama']",['N/A'],"['historical fiction', ' gisaeng', ' joseon dynasty ']",['KBS'],30
1040,The Great Seer,"['Ji Sung', ' Ji Jin Hee', ' Kim So Yeon', ' Song Chang Eui', ' Lee Yoon Ji', ' Lee Moon Shik']","['historical', ' romance', ' supernatural', ' war']",['N/A'],"['historical fiction', ' retrocognition', ' special power', ' precognition', ' goryeo dynasty', ' joseon dynasty', ' political ']",['SBS'],35
1041,The Great Shaman Ga Doo-shim,"['Kim Sae Ron', ' Nam  Da Reum ', ' Yoo Sun Ho', ' Moon Sung Geun', ' Yoon Seok Hwa', ' Bae Hae Seon']","['mystery', ' romance', ' youth', ' supernatural']","['Kakao TV', ' Viki']","['ghostseeing female lead', ' ghost', ' shamanism', ' strong female lead', ' high school', ' student', ' school', ' ghostseeing male lead', ' transfer student', ' vengeful ghost ']","['Daum Kakao TV', ' Viki']",12
1042,The Great Show,"['Song Seung Heon', ' Lee Sun Bin', ' Im Joo Hwan', ' Roh Jeong Eui', ' Park Ha Na', ' Son Byung Ho']","['comedy', ' drama', ' family', ' political']",['Viki'],"['fatherdaughter relationship', ' nice female lead', ' secret crush', ' smart female lead', ' child abandonment', ' smart male lead', ' fatherson relationship', ' nice male lead', ' love triangle', ' competition ']",['tvN'],16
1043,The Greatest Love,"['Cha Seung Won', ' Gong Hyo Jin', ' Yoo In Na', ' Yoon Kye Sang', ' Lee Hee Jin', ' Choi Hwa Jung']","['business', ' comedy', ' romance']",['Viki'],"['male chases female first', ' love triangle', ' impulsive male lead', ' eccentric male lead', ' scandal', ' hardworking female lead', ' character development', ' workplace abuse', ' misunderstanding', ' rich manpoor woman ']",['MBC'],16
1044,The Greatest Marriage,"['Park Shi Yeon', ' Bae Soo Bin', ' Noh Min Woo', ' Uhm Hyun Kyung', ' Jung Ae Yun', ' Song Young Kyu']","['comedy', ' romance', ' family', ' melodrama']",['Netflix'],"['single mother', ' older womanyounger man', ' pregnancy', ' adapted from a novel', ' drama ']",['TV Chosun'],16
1045,The Guardians,"['Lee Si Young', ' Kim Young Kwang', ' Kim Tae Hoon', ' Kim Seul Gi', ' Key', ' Choi Moo Sung']","['action', ' thriller', ' mystery', ' law', ' crime']","['Viki', ' Netflix']","['revenge', ' strong female lead', ' corruption', ' tragic past', ' teamwork', ' investigation', ' smart male lead', ' attempted murder', ' lying', ' policewoman ']",['MBC'],32
1046,The Guest,"['Kim Dong Wook', ' Kim Jae Wook', ' Jung Eun Chae', ' Lee Won Jong', ' Park Ho San', ' Ahn Nae Sang']","['thriller', ' mystery', ' horror', ' supernatural']","['WeTV', ' Netflix', ' KDRAMA']","['exorcism', ' death', ' demon', ' shamanism', ' murder', ' strong female lead', ' hottempered male lead', ' ghostseeing male lead', ' orphan female lead', ' ghost ']",['OCN'],16
1047,The Heirs,"['Lee Min Ho', ' Park Shin Hye', ' Kim Woo Bin', ' Kim Ji Won', ' Kang Min Hyuk', ' Choi Jin Hyuk']","['comedy', ' romance', ' drama', ' melodrama']","['WeTV', ' Netflix', ' Apple TV', ' Viki']","['high school', ' family pressure', ' love triangle', ' school bullying', ' rich male lead', ' rich manpoor woman', ' male chases female first', ' poor female lead', ' controlling parent', ' sibling rivalry ']",['SBS'],20
1048,The Hymn of Death,"['Lee Jong Suk', ' Shin Hye Sun', ' Park Seon Im', ' Lee Ji Hoon', ' Han Eun Seo', ' Kim Kang Hyun']","['music', ' historical', ' romance', ' melodrama']",['Netflix'],"['forbidden love', ' based on true story', ' biographical', ' miniseries', ' star crossed lovers', ' rich male lead', ' disapproving parent', ' japanese colonial rule', ' arranged marriage', ' nice male lead ']","['Netflix', ' SBS']",6
1049,The Idle Mermaid,"['Jo Bo Ah', ' Ohn Joo Wan', ' Song Jae Rim', ' Park Ji Soo', ' Jin Hee Kyung', ' Kim Seul Gi']","['comedy', ' romance', ' drama', ' fantasy']",['N/A'],"['mermaid', ' interspecies romance', ' prosopagnosia', ' share house', ' unrequited love', ' mermaid female lead', ' cohabitation', ' multiple couples', ' love square', ' height difference ']",['tvN'],10
1050,The Idolmaster KR,"['Heo Young Joo', ' Lee Su Ji', ' Sung Hoon', ' Kim So Ri', ' Teramoto Yukika', ' Lee Ye Eun']",['music'],['Prime Video'],"['adapted from a manga', ' idol female lead', ' adapted from video game', ' friendship ']",['SBS Plus'],24
1051,The Innocent Man,"['Moon Chae Won', ' Song Joong Ki', ' Park Shi Yeon', ' Yang Ik Jun', ' Lee Yoo Bi', ' Jo Hwi Joon']","['romance', ' drama', ' family', ' melodrama']","['WeTV', ' Netflix', ' Viki']","['revenge', ' character development', ' rich womanpoor man', ' male chases female first', ' strong female lead', ' cold female lead', ' rich female lead', ' selfsacrifice', ' sacrifice happiness', ' deception ']",['KBS'],20
1052,The Jingbirok: A Memoir of Imjin War,"['Kim Sang Joong', ' Kim Tae Woo', ' Jung Tae Woo', ' Lee Kwan Hoon', ' Han Ji Wan', ' Han Ga Rim']","['historical', ' drama', ' political']",['N/A'],"['prince supporting character', ' historical figure', ' historical fiction', ' gwanghae', ' joseon dynasty ']",['KBS'],50
1053,The K2,"['Ji Chang Wook', ' Im Yoon Ah', ' Song Yoon Ah', ' Jo Sung Ha', ' Kim Gab Soo', ' Lee Jung Jin']","['action', ' thriller', ' psychological', ' romance']","['KDRAMA', ' Apple TV', ' Viki', ' WeTV', ' Netflix']","['badass male lead', ' power struggle', ' political', ' trauma', ' evil stepmother', ' aggressive male lead', ' tragic past', ' naive female lead', ' revenge', ' forgiveness ']",['tvN'],16
1054,The Killer's Shopping List,"['Lee Kwang Soo', ' Kim Seol Hyun', ' Jin Hee Kyung', ' Shin Sung Woo', ' Lee Kyo Yeob', ' Park Ji Bin']","['thriller', ' mystery', ' comedy']","['TVING', ' Viki']","['smart male lead', ' investigation', ' suspense', ' detective', ' serial killer supporting character', ' police officer female lead', ' miniseries', ' death', ' child abuse', ' murder ']",['tvN'],8
1055,The King 2 Hearts,"['Lee Seung Gi', ' Ha Ji Won', ' Jo Jung Suk', ' Yoon Je Moon', ' Lee Yoon Ji', ' Choi Kwon']","['military', ' comedy', ' romance', ' drama']","['Prime Video', ' Viki']","['royalty', ' strong female lead', ' badass female lead', ' reunification of korea', ' hardworking female lead', ' alternate reality', ' power struggle', ' enemies to lovers', ' north korean', ' soldier ']",['MBC'],20
1056,The King and I,"['Oh Man Suk', ' Gu Hye Seon', ' Jeon In Hwa', ' Go Joo Won', ' Jeon Kwang Ryul', ' Kang Samuel']","['historical', ' drama', ' political']",['N/A'],"['noblewoman', ' historical fiction', ' strong male lead', ' eunuch', ' tearjerker', ' joseon dynasty ']",['SBS'],63
1057,The King and the Queen,"['Chae Shi Ra', ' Jung Tae Woo', ' Im Dong Jin', ' Kang In Gi', ' Park Chan Hwan', ' Park Jin Sung']",['historical'],['N/A'],"['king male lead', ' historical figure', ' historical fiction', ' sejong the great', ' royalty', ' joseon dynasty ']",['KBS'],186
1058,The King in Love,"['Im Si Wan', ' Im Yoon Ah', ' Hong Jong Hyun', ' Park Hwan Hee', ' Oh Min Suk', ' Jeong Bo Seok']","['historical', ' romance', ' drama', ' political']","['Apple TV', ' Viki']","['chungseon', ' goryeo dynasty', ' love triangle', ' bromance', ' ruthless male lead', ' smart male lead', ' unrequited love', ' strong female lead', ' strong male lead', ' adapted from a novel ']","['MBC', ' Viki']",40
1059,The King of Chudong Palace,"['Lee Jung Gil', ' Kim Moo Saeng', ' Byun Hee Bong', ' Hyun Suk', ' Lee Ho Jae', ' Kim Hee Ae']","['historical', ' drama']",['N/A'],[nan],['MBC'],27
1060,The King of Dramas,"['Kim Myung Min', ' Jung Ryeo Won', ' Oh Ji Eun', ' Choi Si Won', ' Jung Han Hun', ' Jeon Moo Song']","['business', ' comedy', ' romance', ' drama']",['SBS World'],"['entertainment industry', ' parody', ' antihero', ' arrogant male lead', ' cold male lead', ' older manyounger woman', ' strong female lead', ' melodrama ']",['SBS'],18
1061,The King of Pigs,"['Kim Dong Wook', ' Kim Sung Gyu', ' Chae Jung An', ' Choi Hyun Jin', ' Sim Hyun Seo', ' Lee Chan Yoo']","['thriller', ' mystery', ' drama']","['TVING', ' Prime Video']","['school bullying', ' detective male lead', ' detective female lead', ' school violence', ' flashback to past', ' revenge', ' gore', ' murder', ' childhood trauma', ' extreme violence ']",['tvN'],12
1062,"The King of Tears, Lee Bang-won","['Joo Sang Wook', ' Kim Yeong Cheol', ' Park Jin Hee', ' Ye Ji Won', ' Uhm Hyo Sub', ' Kim Myung Soo']","['thriller', ' historical', ' drama', ' political']","['Prime Video', ' Viki']","['historical fiction', ' royalty', ' joseon dynasty', ' suspense', ' consort supporting character', ' eunuch supporting character', ' monknun supporting character', ' king supporting character', ' queen supporting character', ' prince supporting character ']",['KBS'],32
1063,The King: Eternal Monarch,"['Lee Min Ho', ' Kim Go Eun', ' Woo Do Hwan', ' Lee Jung Jin', ' Kim Kyung Nam', ' Jung Eun Chae']","['mystery', ' romance', ' drama', ' scifi']",['Netflix'],"['parallel universe', ' doppelganger', ' royal family', ' male lead saves female lead', ' royalty', ' male chases female first', ' murder', ' evil uncle', ' monarchy', ' treason ']","['Netflix', ' SBS']",16
1064,The King's Affection,"['Park Eun Bin', ' Rowoon', ' Nam Yoon Su', ' Choi Byung Chan', ' Bae Yoon Kyung', ' Jung Chae Yeon']","['historical', ' romance', ' drama']",['Netflix'],"['crossdressing', ' joseon dynasty', ' hidden identity', ' cold female lead', ' gender bender', ' twins', ' first love', ' royalty', ' strong female lead', ' nice male lead ']","['KBS', ' Netflix']",20
1065,"The King's Daughter, Soo Baek-hyang","['Seo Hyun Jin', ' Jo Hyun Jae', ' Seo Woo', ' Lee Jae Ryong', ' Jeon Tae Soo', ' Im Se Mi']","['historical', ' romance', ' drama']",['N/A'],"['stolen identity', ' prince male lead', ' sisters relationship', ' historical fiction', ' swordswoman', ' royalty', ' swordfight', ' fatherdaughter relationship', ' strong female lead', ' identity swap ']",['MBC'],108
1066,The King's Doctor,"['Cho Seung Woo', ' Lee Yo Won', ' Kim So Eun', ' Son Chang Min', ' Yoo  Sun', ' Lee Sang Woo']","['historical', ' romance', ' drama', ' medical']",['Viki'],"['childhood acquaintance', ' smart female lead', ' veterinarian', ' smart male lead', ' blood ']",['MBC'],50
1067,The King's Face,"['Seo In Guk', ' Lee Sung Jae', ' Jo Yoon Hee', ' Shin Sung Rok', ' Kim Gyu Ri', ' Im Ji Eun']","['action', ' thriller', ' historical', ' romance']",['Viki'],"['physiognomy', ' gwanghae', ' nice male lead', ' joseon dynasty', ' suspense', ' crossdressing', ' historical figure', ' historical fiction', ' strong female lead', ' political ']",['KBS'],23
1068,The Lady in Dignity,"['Kim Hee Sun', ' Kim Sun Ah', ' Jung Sang Hoon', ' Lee Tae Im', ' Lee Ki Woo', ' Yoo Seo Jin']","['thriller', ' mystery', ' romance', ' drama']",['N/A'],"['strong female lead', ' female centered plot', ' age gap drama life', ' age gap real life', ' married life', ' independent female lead', ' frenemy', ' battle of wits', ' smart female lead', ' female rivalry ']",['jTBC'],20
1069,The Last Empress,"['Jang Na Ra', ' Shin Sung Rok', ' Choi Jin Hyuk', ' Lee Elijah', ' Shin Eun Kyung', ' Yoon So Yi']","['action', ' thriller', ' mystery', ' romance']","['Viki', ' SBS World']","['revenge', ' hidden identity', ' double identity', ' murder', ' character development', ' suspense', ' alternate reality', ' unrequited love', ' love triangle', ' nice male lead ']",['SBS'],52
1070,The Last Match,"['Jang Dong Gun', ' Son Ji Chang', ' Shim Eun Ha', ' Lee Sang Ah', ' Shin Eun Kyung', ' Lee Jong Won']","['romance', ' school', ' sports']",['N/A'],"['friends to enemies', ' university', ' student ']",['MBC'],16
1071,The Law Cafe,"['Lee Seung Gi', ' Lee Se Young', ' Kim Nam Hee', ' Kim Seul Gi', ' Oh Dong Min', ' Ahn Dong Goo']","['comedy', ' law', ' romance']",['N/A'],"['lawyer female lead', ' smart female lead', ' adapted from a web novel', ' long time friends', ' healing', ' friends to lovers', ' caf setting', ' former prosecutor', ' landlord male lead', ' writer male lead ']","['KBS', ' ViuTV']",16
1072,The Legend of the Blue Sea,"['Lee Min Ho', ' Jun Ji Hyun', ' Lee Hee Joon', ' Shin  Won Ho', ' Shin Hye Sun', ' Moon So Ri']","['comedy', ' romance', ' drama', ' fantasy']","['Hulu', ' Viki', ' WeTV', ' SBS VOD', ' Apple TV']","['mermaid', ' naive female lead', ' interspecies romance', ' eccentric female lead', ' cohabitation', ' evil stepmother', ' first love', ' sassy female lead', ' hidden identity', ' nice male lead ']",['SBS'],20
1073,The Liar and His Lover,"['Lee Hyun Woo', ' Joy', ' Lee Jung Jin', ' Lee Seo Won', ' Hong Seo Young', ' Kim Sung Joo']","['music', ' comedy', ' romance', ' youth']","['Viki', ' WeTV', ' KDRAMA']","['lying', ' entertainment industry', ' band', ' singing', ' bromance', ' adapted from a manga', ' secret', ' fatherson relationship', ' scandal', ' forced breakup ']",['tvN'],16
